name_project,region,budget_project,city,is_multi_region,sectors_touched,all_sectors,n_sectors,status_en,area_sqm,start_year,start_date,end_date,duration_days,has_budget,is_at_risk
الرائدة المدينة الرقمية – AlRAIDAH Digital City,Al-Riyadh,6200000000.0,الرياض,False,"['Government', 'Leisure/Tourism', 'Residential', 'Scientific']","['Commercial', 'Government', 'Infrastructure', 'Leisure/Tourism', 'Residential', 'Scientific']",4,Completed,1900000.0,,,2017-03-31,,True,False
الرابية – Al Rabia,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Completed,104000.0,2011.0,2011-01-01,2014-02-07,1133.0,False,False
الراشد تاون سكوير الاحساء – Al Rashid Town Square Al Ahsa,Eastern Region,250000000.0,الأحساء,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Completed,52000.0,2011.0,2011-04-10,2015-03-15,1435.0,True,False
الراشد ميجا مول – Alrashid Mega Mall,Aseer,300000000.0,أبها,False,['Commercial'],"['Commercial', 'Hospitality']",1,Under construction,142000.0,2013.0,2013-12-01,,,True,False
الراقي افينيو مول,Tabouk,,,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Completed,41000.0,,,,,False,False
الربوة بلازا – AL RABWAH PLAZA,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,21585.0,,,,,False,False
الربيع تراينجلز – AlRabeia Triangles,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Delayed,3552.0,,,2018-03-01,,False,True
الرعاية البيطرية العالمية – International Animal Care,Makkah Al-Mokarramah,,جدة,False,"['Government', 'Health']","['Government', 'Health']",2,Under construction,1508.0,2016.0,2016-02-01,,,False,False
الروابي بلازا – AL RAWABI PLAZA,Al-Riyadh,,الرياض,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Completed,15353.0,2017.0,2017-01-01,2017-05-31,150.0,False,False
الرويشد جراند مول – AL Roished Grand Mall,Al-Riyadh,,الرياض,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Under construction,85000.0,2014.0,2014-06-28,,,False,False
الرياض بارك – Riyadh Park,Al-Riyadh,500000000.0,الرياض,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Completed,132000.0,2014.0,2014-10-09,2017-10-31,1118.0,True,False
الرياض بروميناد – Riyadh Promenade,Al-Riyadh,,الرياض,False,"['Commercial', 'Leisure/Tourism', 'Residential']","['Commercial', 'Leisure/Tourism', 'Residential']",3,Announced,40000.0,,,,,False,False
الرياض ووك – Riyadh Walk,Al-Riyadh,1200000000.0,الرياض,False,['Leisure/Tourism'],"['Commercial', 'Hospitality', 'Leisure/Tourism']",1,Announced,136000.0,,,,,True,False
الريفيرا بارك – Reveria Park,Eastern Region,,الخبر,False,['Commercial'],['Commercial'],1,Under construction,5800.0,2016.0,2016-12-01,,,False,False
السعادة سكوير – Alsaadah Square,Al-Qaseem,,الرس,False,['Commercial'],['Commercial'],1,Under construction,7000.0,,,,,False,False
السلام مول – Salam Mall,Makkah Al-Mokarramah,130000000.0,جدة,False,"['Commercial', 'Residential']","['Commercial', 'Hospitality', 'Residential']",2,Completed,328516.0,,,,,True,False
السمو – AlSumo,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,,,,,,False,False
الشاطيء بارك للأعمال – Al Shatee Business Park,Makkah Al-Mokarramah,,جدة,False,['Commercial'],['Commercial'],1,Proposed,21900.0,,,,,False,False
الشبيلي جراند مول في الخبر – Shebaily Grand Mall Al-Khobar,Eastern Region,1000000000.0,الخبر,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Stalled,331000.0,2006.0,2006-08-01,2009-08-01,1096.0,True,True
الشرفة – The Terraces,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Stalled,4500.0,2010.0,2010-01-01,,,False,True
الشركة السعودية للميثاكريلات ‘ساماك’ – Saudi Methac...,Eastern Region,4500000000.0,الجبيل,False,['Industrial'],"['Commercial', 'Industrial']",1,Delayed,,2014.0,2014-06-27,2017-06-27,1096.0,True,True
الشروق 1 – Al Shurooq 1,Makkah Al-Mokarramah,,مدينة الملك عبدالله الاقتصادية,False,['Residential'],['Residential'],1,Completed,150000.0,2014.0,2014-04-01,2016-07-01,822.0,False,False
الشروق 2 – Al Shurooq 2,Makkah Al-Mokarramah,,مدينة الملك عبدالله الاقتصادية,False,['Residential'],['Residential'],1,Announced,186000.0,,,,,False,False
الشعيل سنتر – AL-Shuail Center,Al-Riyadh,,الرياض,False,['Residential'],"['Commercial', 'Residential']",1,Under construction,6000.0,,,,,False,False
الصالة الجديدة لشحن البضائع –  New cargo terminal,Al-Riyadh,,الرياض,False,['Commercial'],"['Commercial', 'Infrastructure']",1,Under construction,119665.0,,,,,False,False
الصالة الخامسة مطار الملك خالد الدولي – King Khalid Internatio...,Al-Riyadh,1616000000.0,الرياض,False,['Government'],"['Government', 'Infrastructure']",1,Completed,100000.0,,,2016-06-13,,True,False
الصالة الملكية,Makkah Al-Mokarramah,,جدة,False,['Government'],"['Government', 'Infrastructure']",1,Completed,8500.0,,,,,False,False
الصحافة سنتر,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Completed,12000.0,,,,,False,False
الصحافة كورتر,Al-Riyadh,,الرياض,False,['Residential'],['Residential'],1,Announced,30000.0,,,,,False,False
الصفوة جاردن – Safwah Garden,Jazan,,جازان,False,"['Commercial', 'Residential']","['Commercial', 'Hospitality', 'Residential']",2,Announced,207212.0,,,,,False,False
الضاحية السكنية بخليج سلمان – Salman Housing,Makkah Al-Mokarramah,,جدة,False,"['Government', 'Residential']","['Government', 'Infrastructure', 'Residential']",2,Under construction,3000000.0,2011.0,2011-06-22,2020-04-01,3206.0,False,False
الضاحية سنتر – ALDAHIYAH CENTER,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,,2017.0,2017-05-01,,,False,False
الضواحي – Dawahi,Eastern Region,136000000.0,الدمام,False,['Residential'],['Residential'],1,Under construction,,,,,,True,False
الطائف الجديدة,Makkah Al-Mokarramah,,الطائف,False,"['Education', 'Leisure/Tourism']","['Commercial', 'Education', 'Hospitality', 'Infrastructure', 'Leisure/Tourism']",2,Announced,,2014.0,2014-02-10,,,False,False
الطائف بلازا – TAIF PLAZA,Makkah Al-Mokarramah,,الطائف,False,['Commercial'],['Commercial'],1,Announced,23736.0,,,,,False,False
الطريق الدائري لمدينة الباحة,Al-Baha,2000000000.0,,False,['Government'],"['Government', 'Infrastructure']",1,Under construction,,2007.0,2007-07-16,,,True,False
الظهران بوليفارد – Dhahran Boulevard,Eastern Region,,الظهران,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Under construction,150251.0,2016.0,2016-11-05,2020-11-07,1463.0,False,False
العثيم مول – عنيزة,Al-Qaseem,100000000.0,عنيزة,False,['Leisure/Tourism'],"['Commercial', 'Leisure/Tourism']",1,Completed,62000.0,2014.0,2014-04-25,2016-04-30,736.0,True,False
العزيزية جاليري – Azizia Gallery,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,12500.0,,,,,False,False
العسكر افنيو مول – Al Askar Avenue Mall,Al-Riyadh,,الخرج,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Under construction,20000.0,2017.0,2017-01-15,,,False,False
العليا بلازا – Olaya Plaza,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Delayed,13000.0,,,2018-06-01,,False,True
الفارسي بلازا المونسية – AlFarsi Plaza-Al Munsiyah,Al-Riyadh,,الرياض,False,"['Commercial', 'Leisure/Tourism']","['Commercial', 'Leisure/Tourism']",2,Completed,6000.0,,,,,False,False
الفاضلي – Fadhili,Eastern Region,17625000000.0,الجبيل الصناعية,False,['Industrial'],"['Industrial', 'Infrastructure']",1,Under construction,,2015.0,2015-11-19,2019-11-30,1472.0,True,False
الفراشة – The Butterfly,Al-Riyadh,,الرياض,False,"['Commercial', 'Residential']","['Commercial', 'Residential']",2,Stalled,7072.0,2010.0,2010-04-01,,,False,True
الفرسان بلازا – ALfursan Plaza,Al-Riyadh,,الرياض,False,['Commercial'],['Commercial'],1,Under construction,24000.0,,,,,False,False
الفريدة – Alfareeda,Makkah Al-Mokarramah,1800000000.0,جدة,False,['Residential'],['Residential'],1,Under construction,1082779.0,2010.0,2010-12-05,,,True,False
الفلاح – Al Falah,Tabouk,,تبوك,False,['Residential'],['Residential'],1,Announced,497964.0,,,,,False,False
الفندق التراثي لبلدة العلا,Al-Madinah Al-Monawarah,2429760.0,العلا,False,['Leisure/Tourism'],['Leisure/Tourism'],1,Under construction,,2014.0,2014-03-05,,,True,False
القدية – Qiddiya,Al-Riyadh,,القدية,False,"['Commercial', 'Leisure/Tourism', 'Residential', 'Sports']","['Commercial', 'Hospitality', 'Infrastructure', 'Leisure/Tourism', 'Residential', 'Sports']",4,Under construction,,2018.0,2018-04-29,,,False,False
القرية الاولمبية – The Olympic Village,Makkah Al-Mokarramah / Al-Riyadh / Aseer / Eastern Region,2000000000.0,"محايل عسير, الدمام, الرياض, جدة",True,"['Government', 'Sports']","['Government', 'Sports']",2,Announced,,,,2019-12-31,,True,False
القرية التراثية  – Historical Village,Al-Baha,35000000.0,الباحة,False,"['Government', 'Leisure/Tourism']","['Government', 'Leisure/Tourism']",2,Under construction,110000.0,2014.0,2014-03-15,,,True,False
القرية الطبية المعرفية – Knowledge Medical Village,Makkah Al-Mokarramah,,جدة,False,['Health'],"['Health', 'Hospitality']",1,Announced,51660.0,,,2020-12-31,,False,False
